id;report_date;fatal;category;age;gender;time_in_sport;time_in_sport_orig;total_number_of_jumps;skydives_in_12_months;cause_of_death;system;main;wingload;reserve;aad;aad_installed;helmet;rsl;rsl_active_known;wingsuit;description;conclusion;experience_level;jump_happened;physical_harm;human_error;jump_type;aad_save;aad_fail;aad_unintentional;rsl_neg;weather_impact;reserve_used;swoop;number_of_skydivers;reserve_problem;ai_done
11;2024-03-01;No;Landing Problem (No Turn);30.0;Male;0.0027397260273972;1 day(s);2.0;2.0;;United Parachute Technologies SE;Performance Designs Navigator 260;0.81;;Airtec Cypres C-mode;Yes;Protec;installed   connected;Yes;;The Student experienced a successful exit and static line deployment during the skydive. Canopy flight proceeded uneventfully, with the Student initiating the landing pattern at approximately 1000 feet. Downwind and base legs were completed successfully before turning onto final approach. Despite radio instructions to maintain hands up in full flight, the Student was observed flying with quarter to half brakes. Roughly 10 to 15 feet above ground level, the Student raised their arms, returning the canopy to full flight. Consequently, during an unsuccessful flare attempt, the Student landed on their tailbone, experiencing difficulty standing thereafter. Emergency Medical Services (EMS) responded approximately 7-10 minutes post-incident, with subsequent x-rays confirming three spinal fractures. Immediate medical attention and further investigation into the circumstances surrounding the incident were initiated to ascertain factors contributing to the accident and prevent similar occurrences in the future.;The Student, having completed a Tandem jump earlier that morning, demonstrated enthusiasm by pursuing the First Jump Course (FJC). Throughout the training, the Student exhibited diligence and proficiency, including a commendable proficiency in Parachute Landing Fall (PLF) techniques and verbal comprehension of landing procedures. While executing the static line jump, the Student's canopy flight proceeded smoothly without issues. However, the constraints of the airport setup, with the landing area bordered by taxiways and the runway, posed challenges during final approach. Despite guidance from an instructor via radio, the Student persisted in quarter to half brakes, deviating from the instructed full flight. As the taxiway approached, the Student's decision to revert to full flight at a low altitude likely stemmed from panic, overriding established training protocols. The subsequent impact on the tailbone, mere feet from the taxiway, underscores the consequences of panic-induced actions. The primary cause of the incident appears rooted in the Student's deviation from training protocols due to proximity to the taxiway, highlighting the criticality of maintaining composure and adhering to training in challenging landing scenarios.;0.0555095376943537;Yes;Yes;Yes;student;No;No;No;No;No;No;No;1.0;No;done
12;2024-03-01;No;Landing Problem (No Turn);24.0;Male;2.0;2 year(s);1000.0;500.0;;Strong Enterprises TNT;NZ Aerosports Icarus Tandem 330;;Strong Enterprises Patrous;Airtec Cypres C-mode;Yes;Tonfly;installed   connected;Yes;;Incident Report: During the tandem landing, the Tandem Instructor (TI) observed that the tandem student was unable to lift her legs up. As the pair descended towards the ground, the TI attempted to lift the student's legs using his own legs while simultaneously executing a flare for landing. This maneuver led to an excessively high flare and subsequent hard landing, resulting in a broken fibula on the TI's left leg. Immediate medical attention was sought following the incident. Further investigation into the circumstances surrounding the tandem landing and the factors contributing to the injury is underway to prevent similar occurrences in the future.;The Tandem Instructor's limited experience managing students with limited mobility, was a possible contributing factor in this incident as well as the student's failure to disclose their inability to effectively lift their legs. The TI's nervousness upon discovering the student's inability to raise her legs likely contributed to distraction during the landing flare.;14.435846610381663;Yes;Yes;Yes;tandem;No;No;No;No;No;No;No;2.0;No;done
13;2024-03-01;No;Equipment Problem;;Male;0.25;3 month(s);26.0;;;United Parachute Technologies Vector;Performance Designs Navigator 240;;Performance Designs PD-R 253;Airtec Cypres2;Yes;;installed   connected;Yes;;During their first A licensed skydive post-AFF graduation, the Jumper encountered a premature deployment at 9000 feet while executing planned rolls and loops. The pilot chute was extracted by the relative wind during a front loop, resulting in an premature deployment. Despite this, the Jumper landed safely after a longer than planned canopy ride. Notably, the canopy opened smoothly despite the mid-loop, seated position, demonstrating resilience in the face of unexpected aerial dynamics.;The incident highlights the importance of ensuring the secure stowage of the pilot chute, especially when packed by newly licensed jumpers. It underscores the necessity of briefing jumpers on maneuvers that expose the rig to relative wind and associated risks. Additionally, the rig's BOC pouch is under inspection by a Rigger to assess wear and determine if replacement is necessary. These measures aim to enhance safety protocols and mitigate potential malfunctions during skydiving activities.;;Yes;No;Yes;licensed;No;No;No;No;No;No;No;1.0;No;done
14;2024-03-01;No;Equipment Problem;38.0;Female;15.0;15 year(s);1400.0;;;;;;;;No;;not known if installed   not known if connected;No;;The Jumper encountered a violent spinning malfunction post-freefall, prompting immediate execution of emergency procedures. Despite uncertainty about diagnosis or remedy attempts, the Jumper's decisive response culminated in a successful reserve deployment and uneventful landing at the drop zone.;Conclusion: With the malfunction's nature remaining unknown, assessing potential remedies is challenging. However, the Jumper's proactive decision to initiate emergency procedures promptly, without expending time and altitude as in previous incidents, is commendable.;;Yes;No;No;licensed;No;No;No;No;No;Yes;No;;No;done
15;2024-03-01;No;Intentional Low Turn;51.0;Male;0.0027397260273972;1 day(s);1.0;;;Rigging Innovations Telesis 3.0;Performance Designs Navigator 280;0.8;Performance Designs PD-R 253;Airtec Cypres2;Yes;;installed   connected;Yes;;Conclusion: The incident involving the Student's Category A skydive reveals critical breakdowns in communication and execution during the landing sequence. Despite completing the jump without incident, miscommunication between the Student and the radio person led to a sudden and improper turn onto final approach at low altitude. Prompt intervention prevented a more severe outcome, with the Student experiencing a hard landing resulting in lower leg impact and subsequent concerns about fainting. The swift response of instructors and staff in providing first aid and facilitating medical attention underscores the paramount importance of safety protocols and immediate assessment of post-landing incidents. This incident stresses the need for clear communication and adherence to safety procedures during skydiving training to avoid accidents and ensure student well-being.;Reflecting on the incident, the radio person acknowledges the need for earlier communication regarding the student's low position in the pattern and the potential merging of base and final legs. Instructors emphasize the importance of clear and straightforward commands, especially for low-experience students in unique situations, where responses may be unpredictable. Despite the challenges, the radio person's quick reaction to issue multiple flare commands partially mitigated the student's dive and lessened the impact force, highlighting the critical role of swift intervention in averting potential accidents during skydiving activities.;;Yes;Yes;Yes;student;No;No;Yes;No;No;No;Yes;1.0;No;done
16;2024-03-01;No;Equipment Problem;43.0;Male;6.0;6 year(s);272.0;;;United Parachute Technologies Vector;Performance Designs Sabre 2 210;;Strong Enterprises Stellar 200;Airtec Cypres2;Yes;;installed   connected;Yes;;Conclusion: Following an uneventful freefall and routine main canopy deployment, the Jumper encountered challenges when unstowing toggles. A brake line became entangled around the riser's brake line keeper, leading to an inadvertent hitch knot. Despite efforts to rectify the situation, the malfunction was actually made worse and valuable altitude was lost. Effective emergency procedures were initiated at 2300 feet, ultimately leading to a successful deployment of the reserve at 1800 feet. The incident highlights the importance of meticulous gear maintenance and the need for swift decision-making when performing emergency procedures.;The jumper's recollection of events prior to jumping sheds light on the incident's underlying factors. Noting the worn brake line keeper during packing, they acknowledged overlooking a crucial safety aspect. Despite this oversight, their adherence to emergency procedures and decision-making under pressure reflects commendable training and composure. Moving forward, heightened gear inspection and increased altitude awareness are underscored as pivotal lessons. Their commitment to pre-flight checks and altitude vigilance reaffirms the significance of proactive risk mitigation in skydiving.;;Yes;No;Yes;licensed;No;No;No;No;No;Yes;No;;No;done
17;2024-03-01;No;Landing Problem (No Turn);25.0;Male;;2;;295.0;;Sun Path Javelin J1K;Performance Designs Sabre 150;1.23;Precision Aerodynamics Micro Raven 150;Airtec Cypres2;Yes;Kiss;installed   connected;Yes;;Following a successful skydive, the Jumper encountered severe line twists post-deployment, demonstrating commendable malfunction management until opting for reserve deployment at the decision altitude. However, during the landing flare with the reserve canopy, an unforeseen stall occurred at approximately 10 feet, resulting in a hard impact on the jumper's back. Prompt assistance from a fellow jumper, a nurse, was received. The subsequent X-ray revealed a pre-existing, unrelated back fracture.;The incident involving the Jumper's reserve canopy stalling during landing warrants further investigation into potential equipment malfunction. While the Jumper displayed adept response to line twists and executed a successful reserve deployment, the unexpected canopy stall resulted in a significant impact to the back.;;Yes;Yes;No;licensed;No;No;No;No;No;Yes;No;;Yes;done
18;2024-03-01;No;Landing Problem (No Turn);45.0;Male;0.0;0 year(s);1.0;1.0;;United Parachute Technologies Sigma;Icarus Tandem 365;;United Parachute Technologies Tandem Reserve 370;Airtec Cypres2;Yes;;installed   not known if connected;No;;Upon landing, the Tandem pair experienced a sudden drop of approximately 10 feet, resulting in a hard impact. The Student expressed discomfort in their lower back following the incident.;Given the abrupt descent and impact upon landing, turbulence and shifting winds may have played a significant role in the incident involving the Tandem pair. The student's reported lower back pain underscores the potential risks associated with unpredictable wind conditions. It is always advised to seek medical consultation after an incident.;0.026479544706555;Yes;Yes;No;tandem;No;No;No;No;Yes;No;No;2.0;No;done
19;2024-03-01;No;Other;;;;;;;;;;;;;No;;not known if installed   not known if connected;No;;A wingsuit jumper experienced an AAD activation. No further information provided.;Without sufficient details about the incident, a conclusive analysis cannot be provided at this time.;;Yes;No;No;licensed;Yes;No;No;No;No;No;No;;No;done
20;2024-03-01;No;Safety Concern;47.0;Male;15.0;15 year(s);1550.0;350.0;;United Parachute Technologies Micro Sigma;United Parachute Technologies Sigma 340;;United Parachute Technologies SR 370;Airtec Cypres C-mode;Yes;Cookie G4;installed   connected;Yes;;During a tandem jump, the instructor exited the aircraft without the upper attachment points on the student connected to the instructor. After achieving stability, deploying the drogue, and performing handle checks, the instructor initiated a 360-degree turn. During this turn, the instructor and the student's torsos separated enough for the videographer to notice the issue. The videographer signaled to the instructor about the problem. With insufficient altitude to reconnect the upper attachment points, the instructor wrapped a free arm around the tandem student and deployed the main parachute using the primary drogue release handle. Both the instructor and the student landed without incident.;"The incident exposes critical breakdowns in safety protocols despite initial preparations. The instructor began hookup procedures at 9,000 feet AGL, fully connecting the student and conducting system checks. However, issues with the aircraft led to a request for landing, prompting the instructor to disconnect the upper attachment points in anticipation. Despite the expectation of landing, the aircraft performed another ""go-around"" while the videographer worked on the door. Consequently, the instructor lost focus on the primary task and did not conduct another system check before exit. This underscores the importance of maintaining focus and adherence to safety procedures even amidst unexpected circumstances, emphasizing the need for thorough preparation and situational awareness in skydiving operations.";15.823420358929216;Yes;No;Yes;tandem;No;No;No;No;No;No;No;2.0;No;done
21;2024-03-01;No;Hard Opening;31.0;Male;3.0;3 year(s);182.0;;;;Performance Designs Sabre 2 170;;;;No;;not known if installed   not known if connected;No;;Following an uneventful 4-way jump, the individual tracked away from the group and initiated the parachute deployment at approximately 3,500 feet. However, they experienced a violent hard opening, resulting in the canopy opening almost instantly but tossing their body side to side multiple times. Consequently, the individual sustained a dislocated middle finger on the left hand at the second joint and bit the left side of their tongue. Despite the injuries, the canopy appeared undamaged and flew well, allowing for a safe landing. Upon landing, the extent of the injuries was realized, prompting a visit to the local Emergency Room where a dislocated finger was diagnosed. The individual expresses gratitude that the outcome was not more severe, recognizing the minor nature of the injury which is expected to heal quickly.;The incident underscores the unpredictability inherent in skydiving despite meticulous preparation. Despite being a diligent packer and having the expectation of a smooth canopy opening, the reality proved otherwise. The jumper's recount indicates a return to vertical fall from the track before initiating the pull, suggesting that the violent hard opening was not directly caused by pulling in a track. With less than 300 jumps on the entire rig and well-maintained gear, the incident highlights the importance of remaining vigilant and adaptable to unexpected outcomes, reinforcing the need for continuous safety awareness and preparedness in skydiving activities.;;Yes;Yes;No;licensed;No;No;No;No;No;No;No;4.0;No;done
22;2024-03-01;No;Collision (Aircraft);48.0;Male;10.0;10 year(s);4000.0;;;;;;;MarS MarS Parachute AAD;Yes;cookie g3;installed   connected;Yes;;A skydiver performing a wingsuit jump, exited the aircraft, immediately caught lift, striking the leading edge of the elevator at the tail of the plane. This resulted in damage to the elevator although the pilot managed to land safely without further incident. The jumper escaped without injury, and the remainder of the skydive was uneventful. Another jumper waiting to exit the aircraft witnessed the wingsuit jumper making contact with the elevator of the aircraft.;This incident highlights the inherent risks associated with wingsuit jumps, particularly during aircraft exit maneuvers. Despite the wingsuit jumper striking the elevator of the aircraft upon exit, the pilot successfully managed to land the plane without further incident. It is the speculation of the investigator combined with the eye witness statement that the wingsuit jumper exited the aircraft in a partially inflated configuration, creating the lift prior to clearing the tail of the aircraft. The eye witness account serves as a reminder of the critical role of situational awareness and communication among skydivers to ensure safe operations.;;Yes;No;Yes;licensed;No;No;No;No;No;No;No;1.0;No;done
23;2024-03-01;No;Equipment Problem;;;;;1.0;;;;;;;;No;;not known if installed   not known if connected;No;;The incident involved a student experiencing an AAD activation despite the reserve closing loop remaining intact. The student initiated a cutaway and deployed the reserve at a low altitude. Upon landing, the student was found with the reserve canopy open and the main canopy, which had been cut away. The risers of the cutaway main remained connected to the RSL lanyard, with the cutaway handle approximately 30-40 feet away and the free bag about 150 feet away. Despite no reported injuries, EMS evaluated the student as a precaution.;The incident underscores the potential for equipment malfunction, as evidenced by the AAD activation despite the reserve closing loop remaining intact. Despite this anomaly, the student effectively executed a cutaway and deployed the reserve canopy, resulting in a safe landing without reported injuries. The investigation highlights the critical importance of rigorous equipment checks and adherence to safety procedures to mitigate risks inherent in skydiving activities.;;Yes;No;No;student;No;Yes;No;No;No;Yes;No;;No;done
24;2024-03-01;No;Equipment Problem;;;;;;;;;;;;;No;;not known if installed   not known if connected;No;;The individual utilized a tandem rig with an active AAD despite it being set aside earlier in the morning and not used throughout the day. Following the jump, it was discovered that the AAD was turned off. The jumper acknowledges the oversight and recognizes the necessity for a more comprehensive gear inspection prior to use.;The AAD in question exhibited irregular behavior, cycling through self-checks at random intervals and turning itself off and on. Consequently, DZ staff have taken the proactive step of removing the AAD and sending it to the manufacturer for thorough testing and assessment. This action underscores the commitment to ensuring the safety and reliability of equipment used in skydiving operations.;;Yes;No;Yes;tandem;No;No;No;No;No;No;No;;No;done
25;2024-03-01;No;Equipment Problem;40.0;Female;7.0;7 year(s);750.0;60.0;;United Parachute Technologies v308;Aerodyne Research pilot 132;1.02;United Parachute Technologies;;No;;installed   not known if connected;No;;Following an uneventful jump, the jumper pulled slightly high to prolong canopy flight during sunset. Deployment occurred at approximately 6500 feet, with an apparent delay before the canopy snapped open at the end. Consequently, the jumper sustained fractures in four thoracic vertebrae and tore numerous muscles. Despite the injuries, the jumper successfully landed the canopy on the drop zone and received emergency room care at a local hospital.;This incident prompts reflection on the importance of meticulous canopy packing and maintenance routines, even for experienced jumpers. Despite the canopy having approximately 20 jumps on a reline and an estimated total of 800-1000 jumps, the jumper encountered unexpected issues during deployment. While the pack job was not exceptional, it wasn't egregiously subpar either. However, it serves as a reminder that meticulous packing and regular maintenance are crucial aspects of skydiving safety. The jumper's decision to have the canopy inspected by the manufacturer underscores the proactive approach towards identifying potential issues and enhancing safety protocols in the future.;5.168892112287446;Yes;Yes;No;licensed;No;No;No;No;No;No;No;;No;done
26;2024-03-01;No;Intentional Low Turn;36.0;Male;3.0;3 year(s);350.0;150.0;;United Parachute Technologies Vector 3;NZ Aerosports Crossfire 3 149;1.41;Performance Designs PDR 176;MarS MarS Parachute AAD;Yes;Cookie G4;installed   connected;Yes;;The jumper executed a low rear riser turn from base to final, resulting in the canopy's failure to recover in time to prevent a hard impact. The initial impact was on the feet, followed by the tailbone. Subsequently, the force of hitting the tailbone propelled the jumper back into the air, causing additional impacts with the hands and shoulder. After a brief period of sitting, the jumper was able to stand and walk back to the building unassisted. As of now, no medical attention has been sought or administered.;This incident underscores the risks associated with low turns and the potential for hard impacts during canopy maneuvers. While the jumper was able to walk away from the incident unassisted, the sequence of impacts highlights the importance of proper canopy control and adherence to safety protocols to mitigate the risk of injury. It serves as a reminder of the need for thorough training, situational awareness, and caution during canopy maneuvers to ensure the safety and well-being of skydivers.;5.457064041864047;Yes;Yes;Yes;licensed;No;No;No;No;No;No;Yes;1.0;No;done
27;2024-03-01;No;Collision (Freefall);28.0;Male;2.0;2 year(s);256.0;150.0;;;;;;;No;;not known if installed   not known if connected;No;;During the jump, a discipline switch resulted in a collision with another jumper, causing the individual to lose consciousness. Consciousness was regained at approximately 6,000 feet, allowing for a safe landing.;Given the circumstances of the incident, where a discipline switch led to a collision and subsequent loss of consciousness, followed by a safe landing upon regaining consciousness, there is limited additional information available to comment on improvement strategies. Strict adherence to training and emergency procedures is always stressed as well as follow-up medical attention following an incident.;4.972485680266925;Yes;Yes;Yes;licensed;No;No;No;No;No;No;No;2.0;No;done
28;2024-03-01;No;Landing Problem (No Turn);23.0;Male;;week(s);;11.0;;Northern Lite I-79;Performance Designs Navigator 300;0.89;Performance Designs Pr281 281;Advanced Aerospace Designs Vigil2;Yes;Protec;installed   connected;Yes;;Following an uneventful hop and pop, the student executed a good and predictable landing pattern. Maintaining correct body positioning for a Parachute Landing Fall (PLF), the student approached the landing area. However, upon landing, the student neglected to flare or execute the PLF properly, leading to knee and ankle injuries.;This incident highlights the critical importance of proper execution of landing priorities. Despite navigating a sound landing pattern, the failure to flare and execute a proper PLF resulted in injury to the student's knee and ankle. It underscores the necessity for continuous training and adherence to safety protocols, emphasizing the significance of mastering landing priorities to mitigate the risk of injuries during skydiving operations.;;Yes;Yes;Yes;student;No;No;No;No;No;No;No;;No;done
